student_id,age,gender,region,school_type,socio_economic,parent_education,parent_income,enrollment_date,graduation_year,school_rank,previous_gpa,attendance_rate,study_hours_per_week,num_extracurriculars,internet_access,math_score,physics_score,chemistry_score,biology_score,literature_score,english_score,math_level,physics_level,literature_level,english_level,communication,teamwork,leadership,problem_solving,preferred_option,satisfaction
S101758,16,M,Tunis,Public,Low,Master,15683.0,2022-02-05,2025,482,10.47,0.966,0.05,3,Home+Mobile,15.6,11.67,10.63,10.03,6.25,9.69,B,C,D,D,4.14,7.45,6.79,7.2,Science,3.0
S101329,17,F,Gafsa,Public,Low,Secondary,34199.0,2023-01-08,2025,36,13.96,1.0,0.02,1,Home+Mobile,10.84,12.49,7.97,14.96,11.35,,C,C,C,C,5.96,,3.88,4.16,IT,2.0
S100779,18,M,Sousse,Private,Medium,Secondary,11481.0,2023-05-04,2023,466,14.02,1.0,5.55,0,School only,16.46,13.12,13.96,14.0,19.37,18.47,A,B,A,A,5.79,9.08,5.02,4.06,Science,2.0
S100572,17,M,Tunis,Public,Low,Secondary,43389.0,2022-05-15,2023,218,11.54,0.899,2.03,1,Home+Mobile,14.13,14.82,16.54,11.6,15.98,20.0,B,B,B,A,9.34,4.09,5.3,9.86,Science,1.0
S101793,18,F,Nabeul,Public,Medium,Primary,6064.0,2022-02-04,2025,166,19.36,0.856,0.11,1,Home+Mobile,20.0,13.04,18.18,7.11,9.44,15.5,A,B,D,B,4.37,4.8,5.46,7.45,Science,1.0
S100034,20,F,Gafsa,International,Medium,Bachelor,34241.0,2021-11-17,2026,408,14.7,0.969,0.54,0,None,4.83,13.68,,19.31,10.72,13.77,D,B,C,B,9.54,7.3,4.67,10.0,Letters,2.0
S100410,17,F,Sousse,Vocational,High,Master,23220.0,2022-08-29,2025,182,11.65,0.835,1.09,2,Home+Mobile,11.01,14.16,4.41,,13.18,12.53,C,B,B,C,6.9,7.93,5.83,2.6,Letters,1.0
S100217,18,M,Tunis,Public,Low,Primary,36692.0,2022-02-10,2025,305,7.55,0.818,11.01,1,Home+Mobile,13.05,11.3,16.69,4.71,14.07,,B,C,B,D,4.89,4.65,6.11,7.03,Science,3.0
S100367,20,F,Bizerte,Vocational,Medium,Secondary,16161.0,2022-11-29,2025,90,14.75,0.844,0.46,0,Mobile only,15.21,5.15,16.06,14.75,16.04,16.19,B,D,A,A,2.81,6.54,7.55,7.46,Letters,2.0
S101120,19,M,Monastir,Public,Medium,None,30562.0,2022-03-15,2025,328,13.47,0.911,3.47,2,Mobile only,9.46,11.14,15.82,8.14,13.85,,D,C,B,C,6.85,6.13,10.0,8.16,Arts,3.0
S101650,15,F,Kairouan,Private,Medium,Bachelor,21031.0,2022-10-19,2023,346,12.49,0.787,2.89,2,School only,9.35,14.11,8.71,9.05,12.68,8.34,D,B,C,D,7.3,6.05,4.99,4.66,Letters,2.0
S100259,16,M,Tozeur,Public,Low,Bachelor,21455.0,2021-09-28,2023,230,11.15,0.867,8.73,0,Home+Mobile,16.79,13.61,6.11,19.98,15.27,13.44,A,B,B,B,7.28,7.57,5.79,3.72,Engineering,2.0
S101195,19,F,Nabeul,Public,Low,Bachelor,20076.0,2021-10-20,2024,267,13.16,0.86,6.62,1,Mobile only,11.87,8.65,,7.61,10.26,14.0,C,D,C,B,4.49,7.66,6.01,5.73,Letters,3.0
S101246,16,F,Sousse,Public,Medium,Primary,25140.0,2022-01-08,2024,301,13.85,0.931,0.37,2,Home+Mobile,14.09,12.32,13.79,13.2,11.03,,B,C,C,D,7.69,3.7,9.26,0.59,Engineering,3.0
S101206,18,F,Nabeul,Vocational,Low,Master,1000.0,2023-09-20,2024,181,14.74,0.852,0.81,0,Home+Mobile,16.72,12.05,13.95,10.72,9.38,16.92,A,C,D,A,7.35,7.71,3.35,7.93,Health,2.0
S101106,17,F,Tozeur,Public,Low,Bachelor,13712.0,2021-09-03,2025,342,10.99,0.843,3.34,2,Home+Mobile,18.05,8.95,7.52,6.33,10.48,12.98,A,D,C,C,6.97,5.68,4.67,3.63,IT,3.0
S100007,19,F,Tozeur,International,Medium,Bachelor,42923.0,2021-12-19,2026,95,15.31,0.909,2.96,1,Home+Mobile,11.51,8.43,10.57,16.42,7.07,11.3,C,D,D,C,5.52,7.88,5.55,4.97,IT,2.0
S100328,17,F,Sfax,Public,Medium,Secondary,24012.0,2021-09-26,2024,453,11.57,0.921,1.61,2,Home+Mobile,12.66,19.27,10.82,13.87,16.58,15.49,C,A,A,B,3.7,2.14,3.29,5.88,Science,3.0
S100899,16,M,Sfax,Public,Medium,Bachelor,15656.0,2022-01-01,2024,184,13.74,1.0,0.17,0,Home+Mobile,17.1,8.05,0.0,10.74,7.8,17.26,A,D,D,A,3.99,2.77,6.68,6.4,Letters,3.0
S101084,20,F,Bizerte,Publc,Low,Bachelor,32717.0,2021-09-04,2025,361,16.19,0.859,4.77,2,Home+Mobile,14.41,10.67,12.33,8.19,15.66,14.45,B,C,B,B,9.91,5.97,5.61,3.09,Arts,3.0
S101417,16,F,Tunis,Private,Medium,Master,22656.0,2022-03-19,2024,263,13.07,0.841,0.55,0,Home+Mobile,11.6,10.94,9.56,11.05,7.99,9.3,C,C,D,D,3.76,8.13,3.73,8.22,Arts,2.0
S100020,18,Other,Tozeur,Public,Medium,Bachelor,11302.0,2022-05-25,2025,375,14.07,0.864,5.59,1,Home+Mobile,10.11,6.74,,5.09,14.0,10.11,C,D,B,C,7.5,9.06,5.23,4.73,Letters,3.0
S100740,17,M,Monastir,Public,Low,Primary,10572.0,2022-01-27,2023,275,9.96,1.0,0.47,3,Mobile only,13.71,15.86,15.42,,12.88,6.94,B,B,C,D,6.43,7.02,2.89,7.41,Science,3.0
S101804,17,M,Sousse,Public,High,Secondary,3971.0,2021-12-22,2025,22,11.9,0.984,1.92,3,Home+Mobile,11.12,12.49,11.56,17.79,13.46,10.01,C,C,B,C,8.56,5.26,4.27,6.6,Letters,3.0
S101831,18,F,Nabeul,Public,Low,Bachelor,18979.0,2021-09-07,2024,481,12.99,0.946,0.48,2,Mobile only,11.75,9.76,18.69,14.08,14.73,10.46,C,D,B,C,6.58,9.26,4.42,2.78,Arts,3.0
S101880,18,F,Gafsa,Public,Medium,Secondary,19304.0,2021-10-15,2023,149,12.31,0.889,17.17,0,Home+Mobile,17.85,10.88,13.24,11.17,20.0,15.16,A,C,A,B,6.29,,5.75,7.52,Letters,4.0
S101789,18,Other,Kairouan,Public,Medium,Secondary,29105.0,2022-03-28,2024,232,12.93,0.933,2.82,0,Home+Mobile,15.16,11.02,11.34,8.73,11.11,9.94,B,C,C,D,7.16,6.9,7.32,7.69,Engineering,2.0
S101763,17,M,Bizerte,Public,Low,Secondary,16685.0,2022-04-18,2023,390,7.92,0.89,4.91,1,Home+Mobile,16.55,12.32,,10.69,17.72,7.75,A,C,A,D,3.84,5.81,5.81,5.68,Science,2.0
S100501,18,F,Sousse,Public,Medium,Bachelor,1247.0,2022-01-30,2023,214,15.49,0.871,0.8,2,Home+Mobile,11.23,15.81,8.61,7.36,12.72,10.16,C,B,C,C,7.24,3.84,6.03,6.39,Economics,3.0
S101808,16,M,Sfax,Private,Low,Secondary,20112.0,2021-10-21,2023,292,9.47,0.888,10.12,0,School only,12.62,19.89,7.06,8.73,14.81,16.88,C,A,B,A,6.3,8.49,3.8,5.03,Engineering,3.0
S100953,20,M,Tunis,Vocational,Low,Bachelor,26122.0,2021-10-20,2026,389,10.38,1.0,1.84,1,Home+Mobile,12.24,6.13,8.82,9.33,10.79,,C,D,C,C,,5.8,6.97,4.63,Science,2.0
S101323,17,F,Sfax,Publc,Medium,Primary,26215.0,2022-07-07,2025,264,14.18,0.94,0.34,1,Home+Mobile,12.38,7.74,6.96,7.2,16.68,9.1,C,D,A,D,2.52,5.62,3.57,4.34,Letters,3.0
S101705,16,F,Tunis,Vocational,Medium,Secondary,15281.0,2022-03-09,2025,301,14.15,0.871,9.76,2,Home+Mobile,11.08,13.51,8.28,6.63,12.45,12.54,C,B,C,C,9.78,5.54,8.84,3.56,Science,3.0
S101297,16,M,Kairouan,Private,Low,Master,37641.0,2024-02-16,2024,143,14.3,0.902,4.86,2,None,16.29,2.66,18.54,12.08,10.67,14.86,A,D,C,B,5.9,8.31,7.36,3.81,Arts,2.0
S101855,17,M,Monastir,Vocational,Medium,Secondary,37873.0,2022-03-30,2025,107,13.69,0.975,2.68,3,Home+Mobile,17.67,13.05,13.85,,16.86,,A,B,A,A,6.4,7.68,7.63,8.84,Engineering,3.0
S100441,21,F,Bizerte,International,Medium,Secondary,32971.0,2022-10-28,2023,134,16.31,0.934,3.99,2,Home+Mobile,12.6,13.9,11.17,,10.03,,C,B,C,D,10.0,7.03,4.63,9.16,Arts,2.0
S101921,15,M,Tozeur,Public,High,Secondary,41018.0,2022-11-02,2024,280,11.66,0.888,5.04,5,Home+Mobile,12.6,8.33,10.87,11.95,13.2,4.45,C,D,B,D,3.64,4.81,7.5,6.19,Letters,2.0
S100172,18,M,Bizerte,Vocational,Medium,Secondary,25022.0,2022-05-04,2025,15,13.79,0.805,9.54,0,Home+Mobile,10.32,9.47,,7.59,11.55,6.6,C,D,C,D,5.72,3.03,7.47,7.69,Letters,2.0
S101425,20,F,Gabes,Private,Medium,Master,20893.0,2021-09-06,2026,485,14.81,0.895,10.9,0,Home+Mobile,16.55,14.34,14.7,10.98,9.44,11.08,A,B,D,C,5.74,,5.65,4.69,Science,4.0
S100470,15,M,Gabes,Public,Medium,Bachelor,1000.0,2021-12-28,2025,266,10.06,0.891,1.61,0,Home+Mobile,13.48,16.76,7.59,8.37,16.58,,B,A,A,D,,5.4,2.95,7.08,Science,3.0
S101508,18,F,Sousse,International,Medium,Bachelor,7414.0,2022-01-25,2024,169,11.21,0.961,13.27,0,Home+Mobile,6.43,7.09,11.71,15.22,12.63,14.74,D,D,C,B,8.51,7.59,5.48,9.12,Letters,3.0
S100185,18,F,Tunis,Public,Medium,None,2946.0,2021-10-22,2024,486,14.23,0.838,0.29,1,Home+Mobile,19.05,12.05,13.55,7.82,16.06,12.25,A,C,A,C,7.1,2.97,7.06,7.0,Science,2.0
S100237,15,M,Tozeur,Public,Low,Primary,16221.0,2022-07-29,2025,379,15.66,0.97,3.86,0,Home+Mobile,12.73,9.76,6.83,4.87,8.15,11.22,C,D,D,C,5.29,9.26,8.58,5.8,Letters,3.0
S101918,17,F,Tozeur,Public,Medium,Bachelor,40677.0,2021-12-16,2023,262,10.24,0.922,2.79,1,School only,9.82,10.91,8.63,13.12,9.14,13.63,D,C,D,B,6.23,,6.82,5.94,Letters,3.0
S101384,18,M,Sfax,Public,Medium,Primary,34896.0,2022-01-11,2024,493,10.95,0.835,1.78,1,Home+Mobile,11.57,12.38,15.1,15.42,15.44,,C,C,B,B,,6.64,1.48,4.94,Letters,2.0
S100375,17,M,Gabes,Vocational,High,Bachelor,25555.0,2023-06-24,2024,190,10.86,0.893,7.15,2,Home+Mobile,12.95,7.78,18.26,9.41,12.92,,C,D,C,C,7.59,5.61,3.74,7.36,Engineering,2.0
S100596,18,M,Gabes,Public,Low,Secondary,37948.0,2021-12-13,2024,270,13.89,0.976,2.83,0,Mobile only,20.0,10.59,13.82,11.77,14.46,15.49,A,C,B,B,4.98,6.64,4.61,6.15,Arts,2.0
S100351,19,F,Kairouan,Public,High,Master,25909.0,2021-09-12,2026,369,14.34,0.781,1.43,1,School only,16.42,9.36,10.68,8.04,12.08,2.07,A,D,C,D,4.92,,6.68,5.01,Letters,2.0
S101784,18,F,Gafsa,Public,Medium,Primary,9589.0,2021-09-02,2024,283,12.16,1.0,0.81,1,School only,14.48,18.84,4.77,10.83,15.29,13.7,B,A,B,B,,6.12,2.9,7.85,Science,2.0
S101767,17,M,Kairouan,Private,Medium,Secondary,18887.0,2022-02-03,2025,224,12.89,0.916,9.39,1,Home+Mobile,7.74,8.0,10.84,10.87,9.46,12.36,D,D,D,C,6.94,4.69,7.71,3.8,IT,2.0
S100051,19,F,Nabeul,Vocational,High,Primary,34856.0,2022-06-07,2023,109,12.53,0.918,2.79,1,Home+Mobile,11.36,6.95,10.55,12.95,13.44,19.48,C,D,B,A,8.98,3.74,5.91,6.69,Letters,3.0
S100036,17,M,Sfax,Public,High,Primary,32639.0,2022-08-08,2025,158,15.93,0.747,1.67,0,Home+Mobile,9.96,8.1,7.15,8.56,18.04,14.49,D,D,A,B,8.38,4.21,3.53,6.63,Letters,2.0
S101638,21,M,Tozeur,Public,Medium,Primary,20779.0,2022-06-14,2025,472,15.97,0.833,0.34,0,Home+Mobile,20.0,13.91,14.88,16.61,6.44,16.42,A,B,D,A,3.74,6.81,6.34,6.43,Science,3.0
S101644,16,F,Tunis,Vocational,Medium,Primary,33195.0,2021-09-11,2025,85,11.99,0.812,3.03,0,Home+Mobile,8.32,11.79,6.8,17.57,9.25,13.76,D,C,D,B,,5.48,4.26,4.86,Letters,3.0
S100298,18,M,Bizerte,Private,Medium,Secondary,18244.0,2021-10-02,2025,183,11.71,1.0,7.71,2,Mobile only,19.51,19.34,16.86,13.41,10.3,14.24,A,A,C,B,2.46,1.73,4.83,5.83,Science,4.0
S101960,16,F,Nabeul,Private,Low,Primary,15919.0,2022-08-11,2025,448,14.87,0.925,11.85,0,Mobile only,17.08,9.25,8.5,17.09,11.23,17.35,A,D,C,A,5.77,9.28,6.73,1.79,Letters,2.0
S100278,18,F,Nabeul,Public,Medium,Secondary,38527.0,2023-11-05,2026,369,10.4,0.8,1.84,2,Home+Mobile,6.46,6.55,18.79,,9.34,14.08,D,D,D,B,5.62,5.2,2.53,6.35,Letters,3.0
S101660,18,F,Tozeur,Public,Medium,Secondary,36980.0,2021-11-16,2024,208,12.6,0.823,500.0,2,None,120.0,13.27,10.84,8.76,14.26,9.05,B,B,B,D,6.15,5.69,4.65,6.74,Science,3.0
S101991,16,M,Sousse,Private,Low,Secondary,41881.0,2023-10-02,2023,62,13.3,0.932,6.75,1,None,7.41,18.97,11.25,13.45,12.81,10.44,D,A,C,C,8.37,8.01,0.92,6.55,Engineering,3.0
S100967,17,F,Monastir,Private,Low,Primary,18176.0,2023-08-07,2024,394,10.79,0.769,1.22,1,Home+Mobile,14.22,12.05,15.94,11.06,16.79,14.7,B,C,A,B,,6.15,8.24,4.58,Science,2.0
S100882,15,M,Gabes,Public,Medium,Secondary,21035.0,2021-12-02,2024,30,10.79,0.957,1.13,1,Mobile only,9.16,7.53,9.62,7.56,12.16,,D,D,C,D,7.0,4.81,5.1,5.98,IT,3.0
S101374,17,F,Sfax,Publc,Low,Master,15156.0,2022-08-31,2024,320,11.69,0.865,1.23,1,Home+Mobile,9.08,11.03,12.24,,15.84,18.78,D,C,B,A,6.02,10.0,5.89,5.2,Letters,3.0
S100804,17,F,Bizerte,Public,Medium,Bachelor,12539.0,2022-01-26,2025,428,10.65,0.839,1.78,0,Mobile only,14.99,8.88,10.26,9.59,10.6,14.25,B,D,C,B,8.48,5.97,6.09,1.82,Arts,2.0
S100977,16,M, BIZERTE,Public,Low,"unknown
",36884.0,2021-11-17,2026,476,16.16,0.876,0.56,1,Home+Mobile,11.49,N/A,9.87,14.81,11.11,13.44,C,C,C,B,7.86,5.33,7.93,5.46,Letters,2.0
S101520,16,M,Gafsa,International,Low,None,10287.0,2023-01-07,2025,399,12.61,0.946,5.27,1,Home+Mobile,10.58,12.3,12.17,14.19,14.71,14.16,C,C,B,B,5.87,4.06,8.48,8.33,Letters,2.0
S101552,19,F,Tozeur,Private,Low,Master,9460.0,2023-01-06,2023,397,8.73,0.98,0.97,2,School only,10.77,17.23,13.54,7.47,10.41,13.46,C,A,C,B,4.42,6.2,2.24,4.71,Letters,3.0
S101973,18,F,Nabeul,Public,Low,Secondary,19783.0,2022-07-13,2026,35,11.55,0.952,7.55,0,Home+Mobile,13.72,9.27,4.22,3.76,15.11,17.49,B,D,B,A,6.9,4.73,6.26,3.57,Letters,3.0
S100450,19,M,Sousse,Vocational,Medium,PhD,22233.0,2022-08-28,2024,265,7.76,0.942,0.14,1,Home+Mobil,16.29,6.2,16.76,10.5,6.4,4.68,A,D,D,D,5.69,3.42,8.61,4.94,Health,3.0
S100146,18,M,Sfax,Public,Medium,Secondary,11902.0,2022-04-08,2025,487,15.49,0.96,2.68,3,Home+Mobile,14.73,17.36,9.31,11.8,6.63,15.36,B,A,D,B,3.65,,2.32,5.18,Engineering,3.0
S100325,18,F,Bizerte,Public,Low,Master,13916.0,2021-09-20,2024,315,12.82,0.842,0.96,0,Home+Mobile,14.06,15.81,16.17,12.39,11.01,13.21,B,B,C,B,3.88,7.59,3.42,5.09,Engineering,2.0
S101796,18,F,Sfax,Public,High,Bachelor,2977.0,2022-03-28,2023,414,14.13,0.907,5.57,3,Mobile only,14.59,10.16,11.11,,8.51,13.43,B,C,D,B,7.65,4.7,3.15,8.09,Letters,3.0
S101028,17,F,Sousse,Public,Medium,Bachelor,36616.0,2023-01-16,2023,167,16.95,0.853,11.99,1,Mobile only,14.22,13.59,11.97,6.92,12.01,17.86,B,B,C,A,5.08,4.15,5.67,6.23,Science,3.0
S101033,16,M,Gabes,Public,Medium,Bachelor,11386.0,2021-12-05,2026,159,8.51,0.953,0.25,1,School only,14.52,7.01,15.06,14.13,13.19,13.95,B,D,B,B,7.0,7.12,3.75,8.79,Letters,3.0
S101301,20,Other,Sousse,Public,High,Secondary,15614.0,2022-04-13,2024,443,10.11,0.849,1.53,3,Home+Mobile,12.58,9.56,9.14,9.69,8.52,8.34,C,D,D,D,5.19,5.37,7.65,4.25,Economics,2.0
S100284,18,M,Monastir,Vocational,Low,Secondary,13695.0,2022-01-20,2024,25,10.94,0.885,2.34,1,School only,6.11,11.43,14.69,14.86,11.82,5.7,D,C,C,D,5.83,6.08,3.79,6.97,Science,1.0
S101340,17,F,Nabeul,Public,Medium,Bachelor,16166.0,2021-09-08,2026,146,11.27,0.852,0.84,0,School only,6.73,17.96,10.75,12.78,11.73,,D,A,C,B,8.51,6.45,5.63,3.53,Arts,2.0
S101908,17,F,Tozeur,International,Medium,Bachelor,22011.0,2021-09-13,2025,475,9.1,0.829,7.24,0,Home+Mobile,10.71,10.19,,9.75,5.96,9.52,C,C,D,D,4.8,4.96,5.62,6.49,IT,3.0
S100206,16,M,Tozeur,Public,Medium,None,9147.0,2022-09-09,2025,53,12.04,0.882,2.0,3,Home+Mobile,14.04,10.17,19.22,,13.24,18.36,B,C,B,A,9.56,10.0,5.23,4.98,Letters,3.0
S101729,18,F,Monastir,Public,Low,Bachelor,15880.0,2021-10-31,2025,429,14.61,1.0,5.99,0,Home+Mobile,12.52,16.54,12.88,11.64,13.31,9.05,C,A,B,D,6.39,5.77,7.4,6.89,Engineering,3.0
S101843,18,M,Monastir,Public,Low,Primary,1000.0,2021-10-17,2024,494,15.34,0.907,0.89,3,School only,14.6,14.86,,1.45,7.39,7.92,B,B,D,D,6.57,0.0,5.25,8.92,Engineering,3.0
S101823,19,M,Nabeul,Public,Low,Bachelor,11918.0,2022-03-31,2023,59,13.67,0.83,4.85,1,Mobile only,9.41,8.75,6.68,6.12,16.51,,D,D,A,B,7.29,8.82,4.85,6.64,Arts,3.0
S101334,21,F,Tunis,Private,Low,Secondary,16806.0,2022-03-22,2025,63,13.66,0.964,1.83,1,Home+Mobile,8.18,12.4,14.03,16.14,10.11,14.19,D,C,C,B,5.59,5.7,6.84,6.97,Arts,3.0
S101457,18,F,Monastir,Vocational,Medium,Primary,17568.0,2021-11-26,2024,61,6.41,0.888,2.47,1,School only,15.17,9.83,19.01,8.88,11.12,,B,D,C,C,5.78,4.62,9.43,4.56,IT,2.0
S100561,17,F,Sousse,Private,Low,Master,1000.0,2022-11-01,2026,85,15.46,0.871,1.09,0,Home+Mobile,15.17,5.76,14.97,10.06,8.59,20.0,B,D,D,A,,9.19,7.53,5.56,Letters,2.0
S100447,19,M,Nabeul,Public,Medium,Primary,50239.0,2021-11-07,2024,337,8.58,0.844,3.82,2,Mobile only,11.51,15.03,13.08,,16.45,17.9,C,B,A,A,6.35,8.59,7.95,4.87,Letters,2.0
S100587,16,F,Sousse,Public,High,Master,1000.0,2022-12-18,2024,300,13.99,0.862,5.39,3,Home+Mobile,15.9,11.2,15.18,16.78,10.81,,B,C,C,B,3.21,8.49,0.15,6.14,Engineering,3.0
S100672,16,F,Kairouan,Public,Low,Master,29360.0,2022-12-25,2026,263,9.09,0.86,2.7,2,Home+Mobile,8.98,2.94,11.71,16.51,13.16,9.91,D,D,B,D,4.34,2.55,5.4,6.21,Letters,2.0
S101939,16,M,Gabes,Private,Medium,Bachelor,23204.0,2021-10-07,2025,122,9.81,0.971,0.97,1,Home+Mobile,11.78,16.94,13.74,9.15,15.85,14.48,C,A,B,B,5.09,5.68,3.14,8.34,Letters,3.0
S100734,17,F,Tozeur,Public,Medium,Secondary,21346.0,2022-06-20,2024,152,10.92,0.913,0.16,1,Home+Mobile,14.04,9.39,11.27,12.27,5.96,7.49,B,D,D,D,,5.41,4.41,4.65,Science,3.0
S100876,18,F,Bizerte,Public,Medium,Secondary,41578.0,2022-06-22,2025,253,13.43,0.9,4.12,1,School only,14.06,16.79,20.0,,10.65,8.96,B,A,C,D,5.65,,5.79,5.89,Science,2.0
S101618,18,F,Nabeul,Private,Medium,Secondary,26701.0,2021-12-22,2025,404,8.37,0.947,3.15,3,Home+Mobile,12.29,10.6,10.37,5.35,14.56,11.56,C,C,B,C,7.26,10.0,5.78,6.79,Letters,3.0
S100141,17,F,Gabes,Publc,Low,Bachelor,13104.0,2021-12-17,2025,193,14.72,0.791,1.49,2,Home+Mobile,16.11,12.45,8.91,,18.34,10.24,A,C,A,C,6.23,6.74,2.45,5.8,Science,2.0
S100838,18,F,Kairouan,Public,Medium,Secondary,23024.0,2024-06-25,2023,374,13.47,0.913,6.63,1,Home+Mobile,11.41,9.42,14.83,14.04,8.94,,C,D,D,D,4.28,7.58,3.4,10.0,Health,4.0
S100374,16,F,Nabeul,Public,High,Secondary,18697.0,2022-04-15,2024,427,17.27,0.915,1.44,0,Mobile only,15.9,13.78,9.74,13.21,16.05,17.33,B,B,A,A,4.28,5.06,4.69,7.56,Science,2.0
S101975,20,F,Bizerte,Public,Low,Secondary,27574.0,2021-10-05,2023,106,11.33,0.881,2.31,0,Home+Mobile,12.42,5.68,17.49,7.95,9.62,15.31,C,D,D,B,7.25,7.1,7.21,5.5,Economics,2.0
S101978,19,M,Monastir,Private,High,Secondary,42742.0,2021-10-31,2025,353,8.81,0.893,5.5,0,Home+Mobile,8.27,13.56,11.9,14.56,2.96,9.8,D,B,D,D,4.88,7.71,4.46,6.73,Health,3.0
S101138,17,F,Monastir,Public,Medium,Master,15218.0,2022-07-04,2025,142,12.35,0.683,0.73,0,Home+Mobile,10.25,7.04,19.09,15.61,19.86,11.34,C,D,A,C,5.81,5.63,5.05,5.81,Letters,2.0
S100565,18,M,Tozeur,Public,Low,Master,5228.0,2023-03-18,2026,395,12.9,0.918,7.36,3,None,8.39,12.12,10.74,13.9,16.87,9.47,D,C,A,D,9.85,5.0,6.49,5.68,Letters,2.0
S100562,16,M,Monastir,Public,Medium,Secondary,1000.0,2022-02-14,2023,426,10.05,0.866,1.22,1,Home+Mobile,10.9,9.95,14.14,13.68,13.62,9.34,C,D,B,D,6.96,7.96,3.15,5.68,Letters,2.0
S101874,18,M,Bizerte,Public,Medium,Secondary,29892.0,2021-12-14,2025,444,14.72,0.955,0.63,1,Home+Mobile,16.85,16.65,15.33,14.42,15.65,13.68,A,A,B,B,4.36,8.47,5.81,4.37,Engineering,3.0
S100901,15,F,Tozeur,Public,Medium,Secondary,8921.0,2022-03-22,2025,361,14.17,0.899,3.11,0,Home+Mobile,14.85,12.88,6.32,,12.7,4.62,B,C,C,D,5.1,4.51,4.06,3.73,Arts,3.0
S100824,18,M,Tunis,Public,High,Bachelor,38423.0,2023-10-10,2024,112,8.37,0.953,8.28,0,Mobile only,14.42,12.78,12.07,,11.71,10.5,B,C,C,C,4.64,4.97,6.85,5.38,Economics,3.0
S101170,18,F,Nabeul,Public,Low,Secondary,20933.0,2022-06-07,2024,188,10.6,0.898,12.2,2,School only,15.3,11.91,12.38,9.53,11.17,7.6,B,C,C,D,5.76,8.97,6.75,6.47,Engineering,3.0
S101345,17,F,Sousse,Public,Medium,Master,16907.0,2022-03-24,2024,404,13.37,0.899,3.24,0,None,13.96,4.09,5.82,11.9,3.83,13.7,B,D,D,B,5.29,3.78,4.43,7.88,Letters,3.0
S101298,18,M,Gafsa,Public,Medium,Primary,3991.0,2022-06-24,2023,2,8.34,0.998,1.54,1,Home+Mobile,14.09,17.57,12.28,9.05,10.78,13.69,B,A,C,B,2.88,6.85,6.36,6.53,Engineering,2.0
S100688,19,F,Nabeul,International,Low,Bachelor,29242.0,2023-10-23,2026,146,11.08,0.834,1.82,0,Home+Mobile,18.38,10.96,14.87,14.39,17.33,8.65,A,C,A,D,4.1,6.98,4.81,5.91,Engineering,3.0
S101150,18,F,Sfax,Public,Medium,Secondary,1000.0,2021-10-27,2023,473,13.66,0.903,0.7,1,School only,16.66,14.86,7.35,7.62,8.93,14.68,A,B,D,B,10.0,7.61,5.46,4.15,Science,2.0
S101847,16,F,Sousse,Vocational,Low,Secondary,19362.0,2021-11-18,2024,162,15.59,0.89,0.97,0,School only,8.06,8.07,12.06,,10.31,11.68,D,D,C,C,3.77,,5.67,4.97,IT,2.0
S100514,15,F,Monastir,Public,High,Secondary,35990.0,2022-03-20,2026,474,9.46,0.865,13.19,1,School only,12.85,8.7,,15.34,9.32,9.46,C,D,D,D,5.2,10.0,9.32,7.33,Letters,3.0
S101088,21,F,Gabes,Public,Low,Secondary,1000.0,2022-08-09,2025,266,13.53,0.906,11.65,1,Home+Mobile,13.31,12.29,8.69,19.85,20.0,9.92,B,C,A,D,4.55,7.48,6.53,7.12,Science,3.0
S100479,18,F,Tunis,Public,Low,Bachelor,20956.0,2021-10-05,2024,305,11.26,0.906,0.21,0,Home+Mobile,10.77,12.4,12.65,13.27,11.61,8.99,C,C,C,D,6.08,7.67,7.51,6.65,Economics,2.0
S100179,16,F,Gafsa,Public,Low,None,32618.0,2021-11-04,2026,442,"10,95",0.887,0.39,0,Home+Mobile,20.0,8.92,9.47,7.26,10.83,14.84,A,D,C,B,2.08,6.27,5.69,6.66,Letters,3.0
S100905,19,M,Tunis,Public,Medium,Bachelor,18811.0,2021-10-19,2023,107,17.7,0.883,11.43,3,School only,6.82,14.07,17.36,11.55,4.69,15.49,D,B,D,B,6.92,4.19,7.63,5.29,Arts,3.0
S101828,19,F,Monastir,Public,Low,Primary,15627.0,2021-11-09,2024,382,13.65,0.847,6.65,1,Mobile only,20.0,11.44,13.66,11.34,15.47,10.63,A,C,B,C,,5.79,7.48,5.31,Engineering,2.0
S101344,18,M,Tunis,Public,Low,Primary,35814.0,2021-11-04,2023,317,14.37,0.785,0.02,3,Home+Mobile,12.51,11.41,12.1,,17.19,11.4,C,C,A,C,7.09,5.72,3.47,6.35,Letters,1.0
S101304,18,M,Nabeul,International,Low,Bachelor,37681.0,2022-02-23,2026,347,7.51,0.814,0.98,2,Home+Mobile,3.33,13.72,9.57,8.65,15.35,14.11,D,B,B,B,3.64,4.64,4.52,6.42,Arts,2.0
S100737,19,F,Sousse,Public,Low,Bachelor,18258.0,2022-09-15,2023,474,12.44,0.977,2.66,1,Home+Mobile,11.08,7.9,12.85,9.41,14.22,10.63,C,D,B,C,6.66,,3.59,7.68,Arts,3.0
S101259,18,F,Bizerte,Public,Low,Secondary,33895.0,2022-10-10,2025,423,10.93,0.857,2.22,2,Home+Mobile,16.3,9.04,15.04,16.23,9.3,15.43,A,D,D,B,5.92,7.87,6.52,6.65,Arts,3.0
